davies_types
Law
Comm
Socl
Garr
Agri coll
Med socy
Coll
Coll socy
Theo coll
YMCA
Med coll
Bar
State
Law state
Asylum
Hist socl
Merc
Lyceum
Young Men's
Mill
Agri socl
Terr
Germ socl
Church
Frat
Read room
Socy
Ladies
Ladies' socy
Mech
YMA
Co law
Rel socy
Sci eng coll
Fire
Sci eng socy
Co edu
Law socl
Rel socl
Art socy
Athen
Trade
Bus law
US Gov
PL owned
Prison
Lit socy
Read club
Public
Juv socl
Agri state
Med socl
Hosp
Law coll
YMLA
Co theo
Theo socy
Book
Appren
For lang socy
Music socy
Bus coll
Sci gov
Sem
Mil coll
Co sci
Mil socl
Mil acad
YWCA
Med
Gov
Co med
Rel coll
Lib assoc
NA
Town
Dentist
Wn socy
Wn lib
Edu
Work men
RR
Socl-Strict
Art coll
